CUSTOMERID,GENDER,ELDERLY,MARRIED,DEPENDENTS,CLIENT_HOUR,PHONESERVICE,SERVICO_INTERNET,SERVICO_SEGURANCA,TECNICAL_SUPORT,STREAMINGTV,CONTRACT_TYPE,PAYMENTMETHOD,PAYMENT_MONTH,FULL_PAYMENT,CHURN
8981-FJGLA,MALE,0,No,Yes,11,,Fiber optic,No,No,No,Month-to-month,Mailed check,78.0,851.8,No
7218-HKQFK,MALE,0,Yes,No,2,,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,94.2,167.5,Yes
4636-QRJKY,FEMALE,0,Yes,Yes,6,,Fiber optic,No,Yes,No,Month-to-month,Electronic check,80.5,502.85,Yes
1135-LMECX,FEMALE,0,No,No,1,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.85,19.85,No
4332-MUOEZ,MALE,1,Yes,Yes,20,,Fiber optic,Yes,Yes,No,One year,Credit card (automatic),94.3,1818.3,No
8535-SFUTN,MALE,0,No,No,61,,Fiber optic,Yes,No,Yes,Month-to-month,Electronic check,106.45,6300.15,No
5956-VKDTT,FEMALE,1,Yes,No,5,,Fiber optic,No,No,No,Month-to-month,Electronic check,74.35,334.8,Yes
8677-HDZEE,FEMALE,0,No,No,56,,Fiber optic,No,Yes,Yes,Month-to-month,Bank transfer (automatic),105.45,5916.95,No
2475-MROZF,MALE,0,No,No,30,,Fiber optic,Yes,Yes,No,Month-to-month,Credit card (automatic),95.0,2852.4,No
9412-GHEEC,MALE,0,No,No,40,,Fiber optic,No,Yes,Yes,Month-to-month,Bank transfer (automatic),104.8,4131.95,Yes
3482-ABPKK,FEMALE,0,No,No,28,,DSL,Yes,Yes,No,One year,Mailed check,54.3,1546.3,No
6705-LXORM,FEMALE,1,Yes,No,5,,Fiber optic,No,No,No,Month-to-month,Electronic check,70.05,302.6,No
0257-ZESQC,FEMALE,1,Yes,No,27,,Fiber optic,Yes,No,No,Month-to-month,Bank transfer (automatic),75.2,1929.35,Yes
7531-GQHME,MALE,0,No,No,12,,No,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),20.05,265.45,No
5174-ITUMV,MALE,0,Yes,Yes,67,,Fiber optic,No,No,Yes,One year,Electronic check,105.4,6989.45,No
4109-CYRBD,MALE,1,Yes,No,29,,DSL,No,No,No,Month-to-month,Electronic check,51.6,1442.0,No
0913-XWSCN,MALE,0,Yes,Yes,55,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),85.5,4713.4,No
6825-UYPFK,FEMALE,0,No,No,23,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),75.6,1758.6,Yes
8397-MVTAZ,MALE,0,Yes,No,34,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,100.05,3480.0,Yes
0750-EBAIU,MALE,0,No,No,52,,Fiber optic,Yes,No,Yes,One year,Electronic check,91.25,4738.3,No
8606-CIQUL,MALE,1,Yes,Yes,72,,Fiber optic,Yes,Yes,Yes,Two year,Credit card (automatic),115.75,8399.15,No
3571-DPYUH,MALE,0,Yes,Yes,58,,Fiber optic,No,Yes,Yes,One year,Credit card (automatic),94.7,5430.35,No
7601-GNDYK,MALE,0,Yes,Yes,35,,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.6,686.95,No
0356-OBMAC,FEMALE,1,No,No,56,,Fiber optic,No,Yes,Yes,Two year,Bank transfer (automatic),99.9,5706.3,No
8067-NIOYM,FEMALE,0,Yes,Yes,24,,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),21.1,490.65,No
1403-GYAFU,MALE,0,Yes,Yes,70,,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.05,1360.25,No
4234-XTNEA,MALE,0,No,No,2,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,79.95,174.45,No
1297-VQDRP,MALE,1,Yes,Yes,68,,Fiber optic,No,Yes,Yes,One year,Credit card (automatic),107.15,7379.8,No
9282-IZGQK,FEMALE,0,No,No,1,,Fiber optic,No,No,No,Month-to-month,Electronic check,85.0,85.0,Yes
5348-CAGXB,MALE,0,No,No,12,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,89.55,1021.75,No
0621-HJWXJ,FEMALE,0,Yes,No,63,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),81.55,5029.05,No
5844-QVTAT,FEMALE,0,Yes,Yes,33,,DSL,Yes,No,No,One year,Mailed check,58.45,1955.4,No
8905-IAZPF,FEMALE,0,Yes,No,69,,Fiber optic,No,No,Yes,One year,Credit card (automatic),95.65,6744.2,No
5394-MEITZ,FEMALE,0,Yes,Yes,60,,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),80.6,4946.7,No
6859-QNXIQ,FEMALE,0,Yes,Yes,72,,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),113.1,8248.5,No
2782-LFZVW,FEMALE,0,No,No,11,,DSL,No,No,No,Month-to-month,Mailed check,58.95,601.6,No
2866-IKBTM,FEMALE,0,No,No,1,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.55,19.55,No
1342-JPNKI,MALE,0,No,No,10,,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),86.05,834.1,Yes
2817-NTQDO,MALE,0,No,No,13,,DSL,Yes,Yes,Yes,Month-to-month,Credit card (automatic),45.55,597.0,Yes
7129-AZJDE,MALE,0,Yes,Yes,34,,Fiber optic,No,No,No,One year,Bank transfer (automatic),78.95,2647.2,No
6986-IJDHX,MALE,0,Yes,Yes,39,,Fiber optic,No,No,Yes,Month-to-month,Mailed check,86.3,3266.0,Yes
2560-PPCHE,FEMALE,0,No,No,65,,Fiber optic,No,Yes,Yes,One year,Bank transfer (automatic),105.05,6744.25,No
4676-MQUEA,MALE,1,Yes,No,50,,Fiber optic,Yes,No,Yes,One year,Bank transfer (automatic),101.9,5265.5,No
8138-EALND,MALE,0,No,No,15,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.75,311.6,No
3580-HYCSP,MALE,0,Yes,Yes,72,,Fiber optic,Yes,No,Yes,Two year,Bank transfer (automatic),110.3,7966.9,No
1352-HNSAW,FEMALE,0,Yes,Yes,72,,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),115.6,8220.4,No
2075-PUEPR,MALE,0,Yes,Yes,55,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.35,1153.25,No
1982-FEBTD,FEMALE,0,Yes,Yes,23,,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.6,514.75,No
5301-GAUUY,MALE,0,No,No,32,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),80.35,2596.15,Yes
5791-KAJFD,FEMALE,0,Yes,Yes,56,,DSL,Yes,No,No,One year,Bank transfer (automatic),68.75,3808.0,No
2654-VBVPB,FEMALE,0,No,No,1,,No,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.9,19.9,No
1154-HYWWO,MALE,0,No,No,38,,DSL,Yes,Yes,Yes,One year,Mailed check,70.6,2708.2,No
2501-XWWTZ,MALE,0,No,No,11,,Fiber optic,No,No,No,Month-to-month,Electronic check,70.2,760.05,No
3716-UVSPD,MALE,0,No,No,1,,DSL,No,Yes,No,Month-to-month,Electronic check,49.3,49.3,No
6815-ABQFQ,MALE,0,Yes,No,56,,Fiber optic,No,Yes,Yes,One year,Electronic check,107.25,6033.3,No
7343-EOBEU,MALE,0,Yes,No,3,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,23.6,89.05,No
3701-SFMUH,MALE,0,Yes,Yes,7,,DSL,Yes,No,Yes,Month-to-month,Credit card (automatic),69.7,516.15,No
6103-LIANB,MALE,0,Yes,Yes,59,,Fiber optic,No,No,Yes,Two year,Credit card (automatic),99.5,5861.75,No
7319-VENRZ,MALE,0,No,No,7,,DSL,No,Yes,Yes,Month-to-month,Bank transfer (automatic),64.3,445.95,No
5846-NEQVZ,MALE,0,Yes,Yes,71,,DSL,Yes,Yes,No,Two year,Credit card (automatic),70.85,4973.4,No
6967-QIQRV,MALE,0,Yes,Yes,15,,Fiber optic,Yes,Yes,Yes,One year,Electronic check,101.9,1667.25,No
5781-RFZRP,MALE,0,Yes,No,71,,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),73.5,5357.75,No
0939-YAPAF,FEMALE,0,No,No,35,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,100.25,3527.6,Yes
0308-IVGOK,FEMALE,0,No,No,11,,DSL,No,Yes,No,One year,Credit card (automatic),40.4,422.6,No
7293-LSCDV,FEMALE,0,Yes,Yes,60,,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.25,1103.25,No
7025-WCBNE,MALE,1,No,No,47,,DSL,No,Yes,No,Two year,Bank transfer (automatic),59.6,2754.0,No
5756-JYOJT,FEMALE,0,No,No,11,,DSL,No,Yes,No,One year,Credit card (automatic),64.9,697.25,No
4710-FDUIZ,MALE,0,Yes,No,56,,Fiber optic,No,No,Yes,One year,Credit card (automatic),100.3,5614.45,Yes
6030-REHUX,FEMALE,1,Yes,No,28,,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,110.85,3204.4,No
9548-LIGTA,MALE,0,Yes,No,61,,DSL,Yes,Yes,Yes,Two year,Mailed check,81.05,4747.65,No
5150-LJNSR,MALE,0,Yes,Yes,31,,Fiber optic,Yes,No,Yes,One year,Bank transfer (automatic),98.05,3082.1,No
8270-RKSAP,MALE,0,No,No,9,,Fiber optic,No,No,No,Month-to-month,Electronic check,70.5,597.9,No
6522-YRBXD,MALE,1,Yes,No,35,,Fiber optic,Yes,No,No,Month-to-month,Electronic check,94.55,3365.4,No
2640-LYMOV,MALE,0,No,No,2,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.65,38.8,No
1218-VKFPE,FEMALE,0,Yes,Yes,12,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.0,233.55,Yes
3627-FHKBK,FEMALE,0,No,No,1,,Fiber optic,Yes,No,No,Month-to-month,Mailed check,75.3,75.3,Yes
2865-TCHJW,FEMALE,1,No,No,4,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,89.2,346.2,Yes
1423-BMPBQ,FEMALE,0,Yes,Yes,1,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.0,19.0,No
2393-DIVAI,FEMALE,0,No,No,3,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.0,61.7,No
5192-EBGOV,FEMALE,1,No,No,1,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,85.7,85.7,Yes
4568-KNYWR,MALE,0,No,No,52,,DSL,Yes,No,Yes,Two year,Credit card (automatic),63.25,3342.45,No
8752-IMQOS,MALE,0,Yes,Yes,5,,No,No internet service,No internet service,No internet service,One year,Mailed check,20.1,85.1,No
0742-LAFQK,MALE,0,Yes,No,72,,Fiber optic,Yes,No,No,Two year,Electronic check,99.15,7422.1,No
0795-LAFGP,MALE,0,Yes,Yes,71,,DSL,Yes,Yes,Yes,Two year,Electronic check,90.4,6668.05,No
0619-OLYUR,MALE,0,Yes,No,72,,Fiber optic,Yes,Yes,Yes,Two year,Credit card (automatic),111.9,8071.05,No
5512-IDZEI,MALE,0,Yes,Yes,46,,No,No internet service,No internet service,No internet service,One year,Electronic check,24.9,1174.8,No
0459-SPZHJ,MALE,0,Yes,Yes,63,,DSL,Yes,No,Yes,Two year,Credit card (automatic),83.5,5435.0,No
0215-BQKGS,MALE,0,No,No,30,,Fiber optic,Yes,No,No,Month-to-month,Credit card (automatic),84.3,2438.6,No
9244-ZVAPM,MALE,0,No,No,1,,DSL,No,No,No,Month-to-month,Mailed check,45.6,45.6,No
0719-SYFRB,FEMALE,0,No,No,12,,DSL,Yes,Yes,No,Month-to-month,Mailed check,61.65,713.75,Yes
8208-EUMTE,MALE,0,No,No,16,,DSL,Yes,Yes,Yes,Two year,Mailed check,54.85,916.15,No
5172-MIGPM,MALE,0,No,No,4,,DSL,No,Yes,No,Month-to-month,Mailed check,65.55,237.2,No
1710-RCXUS,MALE,0,Yes,No,51,,Fiber optic,No,No,No,One year,Credit card (automatic),90.35,4614.55,No
0374-FIUCA,MALE,0,Yes,No,65,,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.4,1414.45,No
5839-SUYVZ,MALE,0,No,No,16,,Fiber optic,No,Yes,No,Month-to-month,Credit card (automatic),74.55,1170.5,No
5173-ZXXXL,MALE,0,No,No,2,,No,No internet service,No internet service,No internet service,One year,Mailed check,19.95,47.7,No
1096-ADRUX,FEMALE,0,Yes,Yes,66,,Fiber optic,No,No,No,One year,Bank transfer (automatic),74.25,4859.25,No
2001-MCUUW,MALE,0,No,No,46,,Fiber optic,No,Yes,Yes,Two year,Electronic check,108.65,4903.2,No
2731-GJRDG,FEMALE,0,No,No,32,,Fiber optic,Yes,Yes,Yes,One year,Bank transfer (automatic),109.55,3608.0,No
4723-BEGSG,MALE,0,Yes,No,72,,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),86.65,6094.25,No
6516-NKQBO,MALE,0,Yes,Yes,38,,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),81.0,3084.9,No
8672-OAUPW,MALE,0,No,Yes,51,,DSL,No,Yes,No,One year,Credit card (automatic),47.85,2356.75,No
8207-DMRVL,MALE,0,Yes,Yes,72,,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),114.55,8306.05,No
3419-SNJJD,FEMALE,1,Yes,No,65,,Fiber optic,Yes,No,Yes,Month-to-month,Bank transfer (automatic),105.25,6786.4,Yes
6543-CPZMK,MALE,0,Yes,Yes,9,,DSL,No,No,No,Month-to-month,Electronic check,29.95,248.95,Yes
4765-OXPPD,FEMALE,0,Yes,Yes,9,,DSL,Yes,Yes,No,Month-to-month,Mailed check,65.0,663.05,Yes
2804-ETQDK,MALE,0,No,Yes,66,,No,No internet service,No internet service,No internet service,Two year,Mailed check,20.55,1357.1,No
6689-VRRTK,FEMALE,1,No,No,44,,Fiber optic,Yes,No,Yes,One year,Credit card (automatic),109.8,4860.35,No
7138-GIRSH,MALE,0,No,No,50,,DSL,No,Yes,No,Two year,Bank transfer (automatic),69.5,3418.2,No
9396-ZSFLL,FEMALE,0,No,No,15,,DSL,No,No,No,Month-to-month,Mailed check,48.85,631.4,No
6464-KEXXH,MALE,0,No,No,8,,DSL,No,No,No,Month-to-month,Credit card (automatic),65.60756321839081,186.3,No
7134-MJPDY,FEMALE,1,No,No,66,,Fiber optic,No,Yes,Yes,One year,Credit card (automatic),65.60756321839081,6976.75,No
5240-CAOYT,FEMALE,0,No,No,57,,Fiber optic,Yes,Yes,No,Month-to-month,Bank transfer (automatic),65.60756321839081,4884.85,No
4059-IIEBK,FEMALE,0,No,No,7,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),65.60756321839081,522.95,No
4881-JVQOD,MALE,1,Yes,Yes,10,,DSL,No,No,No,Month-to-month,Bank transfer (automatic),65.60756321839081,362.6,No
0516-UXRMT,FEMALE,0,No,No,62,,Fiber optic,Yes,No,No,One year,Electronic check,65.60756321839081,5755.8,No
4851-BQDNX,MALE,0,Yes,Yes,40,,Fiber optic,No,No,Yes,One year,Electronic check,65.60756321839081,3355.65,No
5148-HKFIR,FEMALE,0,No,No,20,,No,No internet service,No internet service,No internet service,Two year,Mailed check,65.60756321839081,406.95,No
1009-IRMNA,FEMALE,0,No,No,7,,No,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),65.60756321839081,137.6,Yes
3003-CMDUU,FEMALE,0,Yes,No,25,,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,65.60756321839081,2395.7,No
5016-IBERQ,MALE,0,Yes,No,23,,Fiber optic,No,No,No,Month-to-month,Electronic check,65.60756321839081,1968.1,No
6797-UCJHZ,FEMALE,1,Yes,No,66,,Fiber optic,No,No,Yes,One year,Credit card (automatic),65.60756321839081,6819.45,No
2469-DTSGX,FEMALE,1,No,No,72,,Fiber optic,No,Yes,Yes,Two year,Electronic check,65.60756321839081,7943.45,No
4554-YGZIH,MALE,1,Yes,No,49,,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),65.60756321839081,4547.25,Yes
5099-BAILX,MALE,1,Yes,Yes,43,,Fiber optic,No,Yes,Yes,Month-to-month,Bank transfer (automatic),65.60756321839081,4687.9,Yes
9931-KGHOA,FEMALE,0,Yes,No,46,,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),65.60756321839081,2473.95,No
1775-KWJKQ,MALE,0,Yes,Yes,72,,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),65.60756321839081,6562.9,No
7665-VIGUD,MALE,0,No,No,10,,No,No internet service,No internet service,No internet service,One year,Mailed check,65.60756321839081,176.3,No
9411-TPQQV,FEMALE,0,No,No,40,,DSL,Yes,Yes,Yes,One year,Bank transfer (automatic),65.60756321839081,2236.2,No
7207-RMRDB,FEMALE,0,Yes,Yes,65,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,65.60756321839081,6985.65,Yes
7954-MLBUN,MALE,0,No,No,31,,Fiber optic,No,Yes,Yes,Two year,Bank transfer (automatic),99.45,3109.9,No
2077-DDHJK,FEMALE,0,Yes,No,68,,DSL,Yes,Yes,No,Two year,Credit card (automatic),70.9,4911.35,No
4913-EHYUI,MALE,1,Yes,Yes,56,,Fiber optic,Yes,No,Yes,One year,Bank transfer (automatic),104.55,5794.65,Yes
0195-IESCP,MALE,0,Yes,No,10,,Fiber optic,No,No,No,Month-to-month,Electronic check,85.25,855.3,Yes
9574-BOSMD,MALE,0,Yes,Yes,68,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),25.4,1620.2,No
4580-TMHJU,FEMALE,0,Yes,Yes,43,,DSL,No,No,Yes,Month-to-month,Electronic check,56.15,2499.3,Yes
0970-ETWGE,MALE,0,No,No,1,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,89.55,89.55,Yes
4908-XAXAY,FEMALE,1,No,No,49,,Fiber optic,No,No,No,One year,Bank transfer (automatic),89.85,4287.2,No
8404-VLQFB,FEMALE,0,Yes,Yes,15,,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,25.25,394.85,No
1626-ERCMM,MALE,1,Yes,No,20,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,94.55,1899.65,Yes
0887-HJGAR,MALE,0,No,No,1,,DSL,No,No,No,Month-to-month,Mailed check,45.7,45.7,Yes
2391-IPLOP,MALE,0,Yes,Yes,50,,DSL,No,Yes,Yes,One year,Electronic check,69.65,3442.15,No
5644-PDMZC,FEMALE,1,No,No,2,,Fiber optic,No,No,No,Month-to-month,Electronic check,89.5,161.5,Yes
3509-GWQGF,MALE,1,No,No,24,,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),70.0,1732.6,No
9576-ANLXO,FEMALE,0,No,No,3,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),69.55,222.3,Yes
2024-BASKD,FEMALE,0,No,No,1,,Fiber optic,No,No,No,Month-to-month,Mailed check,74.6,74.6,Yes
5845-BZZIB,MALE,0,Yes,Yes,35,,No,No internet service,No internet service,No internet service,Two year,Mailed check,20.1,655.3,No
1140-UKVZG,FEMALE,0,No,No,17,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,24.8,475.25,No
4160-AMJTL,FEMALE,1,No,No,8,,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.65,164.3,Yes
5183-SNMJQ,MALE,0,No,No,10,,Fiber optic,No,Yes,Yes,Month-to-month,Credit card (automatic),95.1,865.1,No
8100-PNJMH,MALE,0,Yes,Yes,68,,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),88.85,6132.7,No
7838-LAZFO,MALE,0,Yes,No,45,,DSL,Yes,No,Yes,One year,Bank transfer (automatic),78.8,3597.5,No
4464-JCOLN,MALE,0,Yes,Yes,2,,No,No internet service,No internet service,No internet service,One year,Mailed check,19.85,35.9,Yes
2085-JVGAD,MALE,0,Yes,No,37,,No,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.35,697.65,No
5650-VDUDS,FEMALE,0,No,No,4,,DSL,No,No,No,Month-to-month,Mailed check,24.25,96.05,Yes
8095-WANWK,FEMALE,0,No,No,10,,DSL,No,No,No,Month-to-month,Mailed check,45.25,428.7,No
3030-ZKIWL,MALE,0,No,No,1,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.05,20.05,No
9565-FLVCG,MALE,0,Yes,Yes,65,,DSL,Yes,No,No,Two year,Mailed check,69.55,4459.15,No
8755-OGKNA,FEMALE,0,Yes,Yes,57,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.5,1167.6,No
2800-VEQXM,FEMALE,0,No,No,3,,Fiber optic,No,No,No,Month-to-month,Mailed check,74.75,238.1,No
7538-GWHML,FEMALE,0,No,No,2,,Fiber optic,No,No,No,Month-to-month,Electronic check,69.65,145.15,Yes
5533-RJFTJ,MALE,0,No,No,49,,DSL,No,No,No,Month-to-month,Bank transfer (automatic),30.2,1453.1,No
3859-CVCET,FEMALE,0,No,No,4,,DSL,No,No,No,Month-to-month,Mailed check,45.65,191.05,Yes
0214-JHPFW,FEMALE,0,Yes,No,70,,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),57.8,4039.3,No
5642-MHDQT,FEMALE,0,Yes,Yes,53,,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.85,1039.45,No
3088-FVYWK,MALE,0,Yes,Yes,53,,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.55,1336.1,No
3276-HDUEG,FEMALE,0,No,No,1,,Fiber optic,No,No,No,Month-to-month,Mailed check,75.05,75.05,Yes
9092-GDZKO,MALE,0,No,No,22,,No,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),24.85,493.4,No
0823-HSCDJ,MALE,1,No,No,52,,DSL,No,No,Yes,Month-to-month,Electronic check,49.15,2550.9,Yes
3729-OWRVL,MALE,1,No,No,65,,Fiber optic,Yes,Yes,Yes,Two year,Electronic check,110.35,7246.15,No
2324-AALNO,FEMALE,0,No,No,48,,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),24.55,1203.95,No
0822-GAVAP,FEMALE,0,No,No,2,,DSL,No,No,No,Month-to-month,Electronic check,34.7,62.25,Yes
5760-IFJOZ,MALE,0,No,No,3,,Fiber optic,No,No,Yes,Month-to-month,Mailed check,107.95,313.6,No
2826-UWHIS,MALE,0,Yes,No,45,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),81.4,3775.85,No
1448-PWKYE,MALE,0,Yes,Yes,1,,Fiber optic,No,No,No,Month-to-month,Electronic check,80.0,80.0,Yes
7501-IWUNG,FEMALE,0,Yes,Yes,61,,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),65.60756321839081,4616.05,No
4957-TREIR,MALE,0,No,No,3,,DSL,Yes,Yes,Yes,Month-to-month,Credit card (automatic),65.60756321839081,195.65,No
7251-LJBQN,FEMALE,1,No,No,40,,Fiber optic,No,Yes,Yes,One year,Credit card (automatic),65.60756321839081,4188.4,No
8040-MNRTF,FEMALE,0,No,No,1,,Fiber optic,No,No,No,Month-to-month,Mailed check,65.60756321839081,71.1,No
1536-HBSWP,FEMALE,0,No,No,1,,DSL,No,Yes,No,Month-to-month,Electronic check,65.60756321839081,49.9,No
5313-FPXWG,MALE,0,No,No,51,,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),65.60756321839081,1266.4,No
0067-DKWBL,MALE,1,No,No,2,,DSL,Yes,No,No,Month-to-month,Electronic check,65.60756321839081,91.1,Yes
0946-FKYTX,MALE,0,No,No,52,,DSL,No,No,No,One year,Mailed check,65.60756321839081,1623.4,No
5076-YVXCM,MALE,0,No,No,51,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),83.4,4149.45,No
8262-COGGB,MALE,0,No,No,1,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.45,20.45,No
6663-JOCQO,MALE,0,Yes,Yes,31,,DSL,Yes,Yes,No,One year,Bank transfer (automatic),75.25,2344.5,No
9620-QJREV,MALE,0,No,Yes,47,,No,No internet service,No internet service,No internet service,One year,Credit card (automatic),20.55,1013.05,No
2276-YDAVZ,FEMALE,0,No,No,3,,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),75.1,270.7,Yes
2682-KEVRP,FEMALE,1,No,No,22,,No,No internet service,No internet service,No internet service,One year,Mailed check,20.05,417.0,No
2480-JZOSN,FEMALE,0,Yes,No,1,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.65,20.65,No
0078-XZMHT,MALE,0,Yes,No,72,,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),85.15,6316.2,No
5896-NPFWW,MALE,0,Yes,Yes,3,,DSL,No,No,No,Month-to-month,Electronic check,50.15,168.15,Yes
9978-HYCIN,MALE,1,Yes,Yes,47,,Fiber optic,No,No,Yes,One year,Bank transfer (automatic),84.95,4018.05,No
8338-QIUNR,MALE,0,Yes,Yes,72,,DSL,Yes,Yes,No,Two year,Credit card (automatic),66.5,4811.6,No
1525-LNLOJ,MALE,0,Yes,Yes,66,,DSL,No,No,Yes,Two year,Bank transfer (automatic),63.3,4189.7,No
9450-TRJUU,MALE,0,No,No,35,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,83.15,2848.45,No
1766-GKNMI,MALE,0,No,No,29,,Fiber optic,No,No,No,Month-to-month,Electronic check,84.9,2516.2,No
6942-LBFDP,FEMALE,0,No,No,2,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.55,33.6,No
1456-TWCGB,MALE,0,No,No,4,,DSL,No,No,No,Month-to-month,Mailed check,49.25,208.45,No
7133-VBDCG,FEMALE,0,No,No,25,,Fiber optic,Yes,No,No,Month-to-month,Bank transfer (automatic),79.85,2015.35,Yes
7596-ZYWBB,FEMALE,0,No,No,65,,DSL,Yes,Yes,No,Two year,Mailed check,59.6,3739.8,No
8329-UTMVM,MALE,1,No,No,27,,Fiber optic,No,Yes,Yes,One year,Bank transfer (automatic),104.65,2964.0,No
3014-WJKSM,MALE,0,Yes,No,29,,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),75.3,2263.4,No
3347-YJZZE,MALE,0,Yes,Yes,29,,DSL,No,No,Yes,Month-to-month,Credit card (automatic),80.1,2211.8,No
1029-QFBEN,MALE,0,No,No,1,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.55,19.55,Yes
7929-DMBCV,FEMALE,0,Yes,No,20,,Fiber optic,No,Yes,No,Month-to-month,Mailed check,81.0,1683.7,No
9661-JALZV,FEMALE,0,No,No,58,,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.7,1519.0,No
5433-KYGHE,FEMALE,0,No,Yes,14,,Fiber optic,Yes,Yes,No,Month-to-month,Mailed check,86.0,1164.05,No
4312-KFRXN,MALE,0,Yes,No,72,,No,No internet service,No internet service,No internet service,Two year,Mailed check,25.4,1710.9,No
5575-TPIZQ,MALE,0,No,No,46,,Fiber optic,Yes,No,Yes,Month-to-month,Credit card (automatic),89.15,4245.55,No
0114-IGABW,FEMALE,0,Yes,No,71,,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),58.25,4145.9,No
9944-AEXBM,MALE,0,No,No,32,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),85.65,2664.3,No
1853-ARAAQ,FEMALE,0,No,No,26,,DSL,No,No,Yes,Month-to-month,Credit card (automatic),50.35,1277.5,No
6952-OMNWB,MALE,1,Yes,No,68,,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),80.35,5589.3,No
4697-LUPSU,MALE,0,Yes,Yes,2,,No,No internet service,No internet service,No internet service,One year,Mailed check,20.2,34.75,No
